cloud_cover_z,sensor_advanced,sensor_type,site_age_z,region,mean,Q5,Q95,cloud_cover
-2.730291279099766,0,basic,0,North,0.9200016353791559,0.7537633098934667,0.9936458060746061,30.783763043738332
-2.6729157387146163,0,basic,0,North,0.915524618820662,0.7458826307608449,0.9926998585338018,31.48291695238744
-2.6155401983294664,0,basic,0,North,0.9107694885973688,0.7365190775093551,0.9916142298496164,32.18207086103655
-2.558164657944317,0,basic,0,North,0.9057190283726312,0.7285870533820813,0.9905548490397943,32.88122476968566
-2.500789117559168,0,basic,0,North,0.9003551719803234,0.7186225368656244,0.9893167868932374,33.58037867833476
-2.443413577174018,0,basic,0,North,0.8946590125134388,0.709168254240859,0.9879698859489711,34.27953258698387
-2.386038036788868,0,basic,0,North,0.8886108242491833,0.6989220030833664,0.9861350410994043,34.97868649563298
-2.3286624964037186,0,basic,0,North,0.8821901001698206,0.68816790674918,0.9841637111122524,35.67784040428209
-2.2712869560185687,0,basic,0,North,0.8753756082322689,0.6776613063113059,0.9819072967574493,36.376994312931195
-2.2139114156334188,0,basic,0,North,0.8681454699541629,0.6686451447672399,0.9793439196695314,37.076148221580304
-2.1565358752482693,0,basic,0,North,0.8604772653078158,0.6571150482912079,0.9762500778812213,37.77530213022941
-2.0991603348631203,0,basic,0,North,0.8523481683278897,0.6454860538679965,0.9730793567065077,38.474456038878515
-2.0417847944779703,0,basic,0,North,0.843735118216927,0.6361007557118563,0.9695474092758692,39.17360994752762
-1.9844092540928207,0,basic,0,North,0.8346150310378284,0.6236537459801035,0.9653277105563003,39.87276385617673
-1.927033713707671,0,basic,0,North,0.8249650572632068,0.6119748874629812,0.9607087925608528,40.57191776482584
-1.869658173322521,0,basic,0,North,0.8147628904415329,0.60254779921476,0.9551807943947682,41.27107167347495
-1.8122826329373714,0,basic,0,North,0.8039871319536498,0.5891865870895704,0.9493070234241804,41.97022558212406
-1.7549070925522217,0,basic,0,North,0.7926177161645195,0.5781984617759213,0.9429186070261003,42.66937949077317
-1.697531552167072,0,basic,0,North,0.7806363990969406,0.5657821718701377,0.935538151467441,43.368533399422276
-1.6401560117819227,0,basic,0,North,0.7680273119209466,0.55099219184112,0.9270599435258233,44.06768730807138
-1.582780471396773,0,basic,0,North,0.7547775779080391,0.5368056678538823,0.9183868328935294,44.766841216720486
-1.5254049310116233,0,basic,0,North,0.7408779878903528,0.5228815262100179,0.908484401033501,45.465995125369595
-1.4680293906264736,0,basic,0,North,0.7263237245677316,0.5109789160656826,0.8969541838195612,46.165149034018704
-1.4106538502413237,0,basic,0,North,0.7111151201668948,0.49774579074275604,0.8849998805599137,46.86430294266781
-1.3532783098561747,0,basic,0,North,0.6952584250507066,0.47994269414508833,0.8717263419817498,47.563456851316914
-1.295902769471025,0,basic,0,North,0.6787665571790688,0.4662184569649398,0.8585901084823142,48.26261075996602
-1.238527229085875,0,basic,0,North,0.6616597943972966,0.45077683716540595,0.8446379086615251,48.96176466861513
-1.1811516887007254,0,basic,0,North,0.6439663642821213,0.43482005529994083,0.8283680518756804,49.66091857726424
-1.1237761483155757,0,basic,0,North,0.6257228809703281,0.4201409189349293,0.8121448931543096,50.36007248591335
-1.066400607930426,0,basic,0,North,0.606974576531773,0.4060957877737312,0.7945743582962377,51.05922639456246
-1.0090250675452763,0,basic,0,North,0.5877752775032288,0.39084264955282555,0.7778151288671351,51.75838030321157
-0.9516495271601265,0,basic,0,North,0.5681870862149948,0.37554870083654807,0.7595437389578579,52.457534211860676
-0.8942739867749767,0,basic,0,North,0.54827974168293,0.36021701915672577,0.7391990748502408,53.156688120509784
-0.836898446389827,0,basic,0,North,0.5281296550992458,0.3438067072849875,0.7183295485055806,53.85584202915889
-0.7795229060046779,0,basic,0,North,0.5078186382159242,0.3259431336187271,0.696304661212799,54.554995937807995
-0.7221473656195281,0,basic,0,North,0.4874323663992922,0.30942734661986465,0.6744448159271842,55.2541498464571
-0.6647718252343784,0,basic,0,North,0.4670586391054693,0.2918803698518155,0.6536057951831549,55.95330375510621
-0.6073962848492286,0,basic,0,North,0.44678551687953,0.27279927797589076,0.632817375741239,56.65245766375532
-0.5500207444640794,0,basic,0,North,0.4266994244595223,0.2550417108556195,0.6125805241623911,57.35161157240442
-0.49264520407892975,0,basic,0,North,0.4068833135701124,0.23642237555828513,0.5941944027946767,58.05076548105353
-0.43526966369378,0,basic,0,North,0.38741497622672716,0.21910056598541272,0.5763199377658476,58.74991938970264
-0.37789412330863026,0,basic,0,North,0.3683655896773594,0.20226351341702248,0.5561753214416532,59.44907329835175
-0.3205185829234805,0,basic,0,North,0.3497985576386284,0.18600673575290672,0.5402384485860959,60.14822720700086
-0.26314304253833076,0,basic,0,North,0.33176869015716337,0.17084793385775918,0.5213457970740455,60.847381115649966
-0.20576750215318104,0,basic,0,North,0.3143217383247586,0.15561649318110465,0.5024627638794696,61.546535024299075
-0.1483919617680313,0,basic,0,North,0.2974942733703513,0.14306459003228125,0.4833901737567834,62.245688932948184
-0.09101642138288156,0,basic,0,North,0.28131387596788343,0.12944567523276834,0.4677070135178181,62.94484284159729
-0.03364088099773241,0,basic,0,North,0.2657995840208635,0.11726308133935015,0.45086682588831006,63.643996750246394
0.023734659387416746,0,basic,0,North,0.2509625374094729,0.10568524959139114,0.43583148972612457,64.3431506588955
0.08111019977256764,0,basic,0,North,0.23680675621526642,0.09471419120680728,0.4204366194455561,65.04230456754462
0.13848574015771623,0,basic,0,North,0.22332999336758852,0.0850250245833706,0.4066413079993055,65.74145847619371
0.19586128054286714,0,basic,0,North,0.21052461132838524,0.07566289622805633,0.39059431753429036,66.44061238484284
0.2532368209280157,0,basic,0,North,0.19837844312021508,0.06751408159341907,0.37628605117129077,67.13976629349193
0.3106123613131666,0,basic,0,North,0.18687560888059157,0.06019171953284143,0.36350950762900247,67.83892020214105
0.3679879016983152,0,basic,0,North,0.17599726897297552,0.05323740079467978,0.35026913189024494,68.53807411079015
0.42536344208346494,0,basic,0,North,0.16572230286687098,0.04685251566357533,0.3390073777056505,69.23722801943926
0.48273898246861463,0,basic,0,North,0.15602790933705804,0.0417049376523224,0.32536621126014936,69.93638192808837
0.5401145228537644,0,basic,0,North,0.14689012813542288,0.036808000824989216,0.31433419977295074,70.63553583673747
0.5974900632389142,0,basic,0,North,0.1382842864164678,0.032326590989095474,0.30262011911460074,71.33468974538658
0.6548656036240639,0,basic,0,North,0.13018537515439063,0.02827938156378714,0.29206641933400795,72.03384365403569
0.7122411440092136,0,basic,0,North,0.12256836186739199,0.024893121907286243,0.2839050726023954,72.7329975626848
0.7696166843943621,0,basic,0,North,0.11540844641328489,0.021778937319106996,0.27415831063021984,73.4321514713339
0.8269922247795131,0,basic,0,North,0.10868126663860314,0.01892971095811524,0.26503587769623277,74.13130537998302
0.8843677651646616,0,basic,0,North,0.10236306040217104,0.01665447923489998,0.25695231359770143,74.83045928863211
0.9417433055498126,0,basic,0,North,0.09643079006360149,0.014633102081489031,0.24558259556083267,75.52961319728124
0.9991188459349611,0,basic,0,North,0.09086223500528735,0.012780260977810792,0.23584112266993285,76.22876710593033
1.056494386320112,0,basic,0,North,0.08563605719648197,0.011205043300164648,0.22707340196447123,76.92792101457945
1.1138699267052605,0,basic,0,North,0.0807318442455929,0.00983765544319076,0.217311664165402,77.62707492322855
1.1712454670904104,0,basic,0,North,0.07613013384447954,0.00860196468999505,0.20864383771173614,78.32622883187766
1.2286210074755601,0,basic,0,North,0.07181242300012405,0.007517618457993581,0.2003114785281239,79.02538274052677
1.2859965478607098,0,basic,0,North,0.06776116498198795,0.0065733255153827014,0.19374461506211801,79.72453664917587
1.3433720882458595,0,basic,0,North,0.06395975649099504,0.0057444897428925385,0.18685631059219834,80.42369055782498
1.4007476286310092,0,basic,0,North,0.06039251717883376,0.0050026164783830845,0.1799476304370493,81.12284446647409
1.4581231690161591,0,basic,0,North,0.057044663312806665,0.00436462907206338,0.17391939630950456,81.8219983751232
1.5154987094013088,0,basic,0,North,0.05390227708928288,0.0038164361937184617,0.1676492394795294,82.52115228377231
1.5728742497864585,0,basic,0,North,0.05095227284479732,0.0033138824926899108,0.16248806424413126,83.22030619242142
1.630249790171607,0,basic,0,North,0.048182361194549245,0.002882460764217264,0.15683933406717626,83.91946010107051
1.687625330556758,0,basic,0,North,0.045581011939948804,0.0025151653868262735,0.1511013689643715,84.61861400971964
1.7450008709419065,0,basic,0,North,0.043137416426489904,0.00219061544453893,0.14590722445347096,85.31776791836873
1.8023764113270575,0,basic,0,North,0.04084144989728692,0.0019086196527415278,0.13937928670608546,86.01692182701785
1.859751951712206,0,basic,0,North,0.038683634273049106,0.001647843407904962,0.13424722758837937,86.71607573566695
1.9171274920973569,0,basic,0,North,0.03665510169324843,0.0014333894110602056,0.130852241369871,87.41522964431607
1.9745030324825055,0,basic,0,North,0.0347475590732499,0.0012508719633877506,0.12516908809443622,88.11438355296517
2.0318785728676554,0,basic,0,North,0.032953253865923064,0.0010826824793725204,0.118945413573113,88.81353746161427
2.089254113252805,0,basic,0,North,0.03126494116175413,9.424084208243702e-4,0.11412683446086186,89.51269137026338
